category,fact,source_url
amount,"Can we get 30 year home loan for EWS beneficiary? Yes, beneficiaries can apply for sanction of home loan for tenure of 30 years, which would depend on the due diligence norms of the PLIs concerned. In such cases, however, the interest subsidy would be restricted on home loans upto Rs. 6 lakhs for tenure not more than 20 years. 12. What is criteria for EWS LIG MIG categories for the purpose of the Scheme The EWS/LIG/MIG categories are defined as follows: • EWS households with an annual income upto Rs. 3.00 lakhs. • LIG households with an annual income between Rs. 3.00 lakhs to Rs. 6.00 lakhs. • MIG-I households with an annual income between Rs. 6.00 lakhs to Rs. 12.00 lakhs. • MIG-II households with an annual income between Rs. 12.00 lakhs to Rs. 18.00 lakhs. States/UTs have flexibility to redefine the annual income criteria as per local needs with the approval of Ministry.",https://pmay-urban.gov.in/faq
eligibility,"Whether a beneficiary can avail of benefit under more than one component? No. Under the Mission, a beneficiary can avail of benefit of one component only.",https://pmay-urban.gov.in/faq
eligibility,"Are there any area restrictions under the Scheme for availing of the subsidy under the CLSS component? The carpet area of houses being constructed under this component should be as follows: • Upto 30 sq.m. for EWS category • Upto 60 sq.m. for LIG category • Upto 160 sq.m. for MIG-I category • Upto 200 sq.m for MIG-II category This means that if the carpet area exceeds the respective limits, then the beneficiaries would not be eligible to avail of the benefit under this component.",https://pmay-urban.gov.in/faq
process,"What is the definition of carpet area? Area enclosed within the walls, actual area to lay the carpet. This area does not include the thickness of the inner walls.",https://pmay-urban.gov.in/faq
process,"Who are Primary Lending Institutions (PLIs)? Primary Lending Institutions are Scheduled Commercial Banks, Housing Finance Companies, Regional Rural Banks (RRBs), State Cooperative Banks, Urban Cooperative Banks or any other institutions as may be identified by the MoHUA.",https://pmay-urban.gov.in/faq
eligibility,"Will a person having a plot without any construction be an eligible beneficiary? Yes, beneficiary can be covered under subsidy for beneficiary led individual house construction scheme, if otherwise eligible.",https://pmay-urban.gov.in/faq
process,How the Central Assistance will be released to beneficiaries for individual house construction? Central Assistance will be released to the bank accounts of beneficiaries identified in projects through States/UTs as per recommendations of State/UT.,https://pmay-urban.gov.in/faq
amount,"How the subsidy is to be released to beneficiaries? The subsidy would be released by the CNAs based on the disbursements made by PLIs to the beneficiaries. Subsidy, so disbursed by the CNA to the PLI, will be credited by the PLI to the borrower’s account upfront by deducting it from the principal loan amount. As a result, the borrower will pay EMI on the remainder of the principal loan amount. E.g., the borrower avails a loan for Rs. 6.00 lakhs and subsidy thereon works out to Rs. 2.20 lakhs, the amount (Rs. 2.20 lakhs) would be reduced upfront from the loan (i.e., the loan would reduce to Rs. 3.80 lakhs) and the borrower would pay EMIs on the reduced amount of Rs. 3.80 lakhs",https://pmay-urban.gov.in/faq
eligibility,5.1.1 The BLC vertical of the Scheme shall provide financial assistance to individual eligible families belonging to EWS categories to construct new pucca houses (an all-weather dwelling unit) on their own available land.,https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
eligibility,"5.1.2 In the case of landless beneficiaries, States/UTs at their own expense may provide heritable, but non-transferable land rights (pattas) to the family, making them eligible beneficiaries under the BLC vertical.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,"5.1.3 The beneficiaries under this vertical may be allowed to construct all-weather pucca house of minimum 30 sqm. and maximum of 45 sqm. carpet area, conforming to the building safety and design standards provided in National Building Code (NBC).",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,"5.1.4 The new pucca house constructed under this vertical shall have combination of at least two rooms, kitchen, and a toilet/bathroom. Enhancement, extension, and renovation of the existing house are not permissible under the Scheme.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
documents,"5.1.5 Beneficiaries desirous of availing this assistance shall approach the ULBs/ Implementing Agencies or register their demand through Unified Web Portal with necessary documents, including ownership proof of land and submit the application. Such beneficiaries may include families residing either in tenable slums or outside the slums/peripheral areas of the ULB. Ministry of Housing and Urban Affairs",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
documents,"5.1.6 The implementing agencies shall validate/verify the information, building plan of the house, ownership documents of land and other details (like economic status and eligibility) etc. submitted by the beneficiary through online/offline mode. However, the layout plan shall not be insisted upon where States/UTs have given the exemption for construction of houses having provision of deemed approval or pre-approved building plan.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
eligibility,"5.1.7 The condition of the house e.g. kutcha, semi-kutcha etc. of the prospective beneficiary should be checked and verified on ground to ascertain eligibility for construction of new house.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
eligibility,"5.1.8 On receipt of applications, implementing agencies will prepare an integrated city-wide proposal for the eligible beneficiaries. The project(s) with the list of verified beneficiaries should be appraised by SLAC and approved by the SLSMC at State/UT level. While approving BLC projects, ULBs and States/UTs should ensure that required funds or capacity to mobilise funds for constructing the planned house is available with the beneficiary.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
eligibility,"5.1.9 The States/UTs shall propose the BLC houses/projects of various cities through a verified list of eligible beneficiaries along with the valid land titles for approval of CSMC at MoHUA in prescribed format as per Annexure-5A of the scheme guidelines. The proposal will contain model drawings, design, layout, estimate, list of beneficiaries and implementation methodology.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
documents,5.1.10 Each City shall propose the BLC proposals/lists to CSMC once in every 3/6 months for sanctioning of Central Assistance. The States/UTs are mandatorily required to attach the eligible beneficiaries with Aadhaar authentication in MIS prior to sanction of the project from CSMC.,https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
eligibility,"5.1.11 The houses constructed under the Scheme should conform to the standards provided in National Building Code (NBC). If available area of land is less than 30 sqm (minimum size of house), in such case also, a beneficiary/multiple beneficiaries can construct multi-storeyed house of minimum 30 sqm house, subject to the approval of State Level Sanctioning and Monitoring Committee (SLSMC). The houses under the Scheme should be designed and constructed to meet the requirements of structural safety against earthquake, flood, cyclone, landslides etc. conforming to the NBC norms and other relevant Bureau of Indian Standards (BIS) codes.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
eligibility,"5.1.12 Central Assistance shall be released in three instalments of 40:40:20 ratio, considering physical progress of construction of house, through Direct Benefit Transfer (DBT) mode to the bank account of beneficiary identified in projects through States/UTs. States/UTs may release the first instalment of financial assistance to eligible beneficiaries approved by SLSMC/CSMC from their own share without waiting for the Central Assistance so that the work on ground may be started. Pradhan Mantri Awas Yojana (Urban) 2.0 : Scheme Guidelines",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
eligibility,"5.1.13 It shall be mandatory for the States/UTs to provide their matching share and remaining cost for construction of the house will be borne by the beneficiary. The State/UT share shall be only in the form of financial share as specified in the Scheme guidelines and contribution in the form of labour, materials etc. shall not be considered as part of States/UT share. Apart from minimum prescribed State/UT share, States/UTs may provide additional financial support in the form of extra assistance or construction materials.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
eligibility,"5.1.14 In case a tenable slum in any ULB has a requirement of pucca house, the State/UT Governments can propose the projects with list of eligible beneficiaries for sanctioning of Central Assistance under BLC vertical. The infrastructure deficit in the slum will be addressed by the State/UT/ULB fund and delisting of the slum shall be done mandatorily after upgradation.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
eligibility,"5.1.15 The beneficiaries will also be allowed to Geo-tag the progress of the houses through the applicable modalities and subsequently, the ULBs/implementing agencies shall monitor and approve the Geo-tagging status of the house as captured by the beneficiary for subsequent release of funds to the beneficiaries. The ULBs/implementing agencies will be required to approve the geo-tagging as captured by the beneficiary/expert/PMC at ULB level within 15 days of uploading, failing which the geo-tagging will be auto approved in the system.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,"5.1.16 States/UTs/Implementing Agencies will have to release the funds to the beneficiaries through DBT within 7 days of approval of each level of Geo-tagging of a house in MIS, for timely completion of projects/houses.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
deadline,5.1.17 All houses under BLC vertical should be completed within 12-18 months from the date of sanction by the CSMC and detailed timeline should be clearly mentioned in the implementation methodology of the project proposals. Ministry of Housing and Urban Affairs,https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
eligibility,5.1.18 Flowchart depicting steps in BLC component of the Mission is as under: Beneficiary Belonging to slums not being taken up for redevelopment Non-slum beneficiaries Verification of eligible beneficiaries by ULB (based on the eligibility criteria) Preparation of Project/List for construction of new house by ULB/Implementing agency EWS/Land ownership/No pucca house Appraisal/approval by SLAC/SLSMC Submission of Project/List Project submission for sanctioning of Central Assistance by CSMC Release of Central Assistance through mandatory State share Approval of CSMC Pradhan Mantri Awas Yojana (Urban) 2.0 : Scheme Guidelines,https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,5.2 Affordable Housing in Partnership (AHP),https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,5.2.1 Affordable Housing in Partnership (AHP) vertical shall provide Central Assistance to EWS beneficiaries for owning a pucca house being built in different partnerships by States/UTs/ Cities/Private Agencies.,https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
eligibility,5.2.2 This vertical is a supply side intervention where affordable houses of 30-45 sqm carpet area will be constructed by Public/Private Agencies and made available for allotment to the eligible beneficiaries of EWS category.,https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,"5.2.3 To increase availability of houses for EWS category at an affordable rate, States/UTs can plan affordable housing projects under two typologies i.e. either through Government Agencies or in partnership with Private Agencies including industries.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
eligibility,5.2.4 States/UTs/IAs shall charge minimum booking amount from the beneficiaries to eliminate the non-serious beneficiaries and avoid the unoccupancy issues at a later stage and loss to the exchequer. The booking amount will be adjusted against the beneficiary share.,https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,"5.2.5 The States/UTs shall decide on an upper ceiling on the sale price of EWS houses in ‘rupees per square meter’ of carpet area in AHP projects with an objective to make them affordable and accessible to the intended beneficiaries. For this purpose, States/UTs and cities shall extend other concessions under Affordable Housing Policy.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
documents,"5.2.6 DPR of AHP projects prepared by concerned implementing agencies should be approved by SLSMC. The proposal will contain land ownership documents, model drawing, design, layout, estimate, list of beneficiaries and implementation methodology. An Affordable Housing in Partnership project can be exclusive for EWS or a mix of houses for different categories, but it will be eligible for Central Assistance, only if at least 25% of the houses in the project are for EWS category and a single project has at least 100 EWS houses under AHP by public sector agencies and parastatals. However, CSMC can relax the requirement of minimum number of houses in a project on the request of State Government.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,"5.2.7 Projects of the AHP vertical should promote use of resource efficient, climate responsive, disaster resilient, eco-friendly and sustainable building materials, technologies and processes. The project should also adopt green building norms in line with prevailing standards and specifications including sustainable construction practices to provide thermal comfort, reduce energy use and environmental impact.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,5.2.8 Central Assistance will be provided to public sector implementing agencies and to beneficiaries through Redeemable Housing Vouchers (RHV) in case of private sector projects.,https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
deadline,"5.2.9 States/UTs shall ensure Single window and time bound approval of building plans and layouts, registration under RERA, all applicable NOCs etc. with minimal compliances devising a green channel approach with provision for deemed approval of all AHP projects within 90 days from the date of approval of CSMC. Ministry of Housing and Urban Affairs",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
deadline,"5.2.10 All projects under AHP shall be completed within 24-36 months from the date of receipt of all Statutory approvals. All statutory approvals including NOCs shall have to be obtained within 3 months from the date of approval of CSMC. If the projects are not completed in all respect within this timeline, the subsequent instalments of Central Assistance for such projects will be released subject to approval of CSMC.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,"5.2.11 The Geo-tagging of AHP projects will be done in five construction stages such as layout, foundation/plinth, superstructure, finishing and completion stage with infrastructure. Under Geo-tagging of AHP the location of the project, number of towers in project and number of flats in a Tower will be captured via BHARAT App.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
amount,"5.2.12 Allotment of houses to identified eligible beneficiaries in AHP projects should be made following a transparent procedure as approved by SLSMC. While making the allotment in AHP projects, the families with person with disability and senior citizens may be allotted house preferably on the ground floor or lower floors.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
amount,"5.2.13 An additional Grant in the form of Technology Innovation Grant (TIG) @ ₹1,000 per sqm up to 30 sqm carpet area per DU shall be provided to AHP Projects using innovative construction technologies notified by MoHUA through GHTC/PACS by BMTPC/CPWD. Additionally, States/UT Government may also provide TIG for AHP projects from their own resources in proportion to the Central TIG. TIG will be applicable only for projects using innovative and alternate technologies and should be completed within 18-24 months in all respect, after getting all statutory approvals. The selection of technology will be done in a transparent manner while selecting the construction agency.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,"5.2.14 Under any circumstances except force majeure event(s), if agency fails to fulfil any obligations stipulated in scheme guidelines and agreement signed thereto or unable to complete AHP project in all respect within agreed timeframe; all earlier releases to Agencies will be recovered along with applicable accrued interest as per applicable laws.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,"5.2.15 All AHP projects should be mandatorily registered under the provisions of the Real Estate (Regulation and Development) Act, 2016 [RERA]. Under AHP vertical, change of project proponent/construction agency is not permissible and RERA registration should be done in the name of the agency against which the project has been sanctioned by CSMC.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
amount,"5.2.16 The AHP vertical of the Scheme is a supply side intervention adopting two models: A. Model-1: Construction of houses by Public Sector agencies and parastatals i. The AHP projects under Public Sector will be sanctioned only on encumbrance free land supported with ownership documents submitted along with Detailed Project Report (DPR). The DPRs of such projects shall be comprehensive in nature and shall mandatorily include housing as well as all related infrastructure services along with the specific roles and responsibilities of respective agencies and timelines for completion of the works along with handing over plan. Pradhan Mantri Awas Yojana (Urban) 2.0 : Scheme Guidelines ii. The DPR of the AHP project will be prepared by concerned implementing agencies based on prevailing Schedule of Rate (SoR) and appraised by SLAC. The DPR will be approved by SLSMC of the States/UTs before forwarding to CSMC as per Annexure- 5B for consideration of release of Central Assistance. iii. AHP projects shall promote diverse housing typologies with mix of work and shelter ensuring livelihoods opportunities. Adequate social infrastructure like schools, healthcare, green cover and recreational facilities in affordable housing areas shall be ensured by States/UTs. iv. Under AHP vertical, States/UTs may also propose ‘Redevelopment’ or ‘In-situ Improvement’ projects for tenable slums having dilapidated buildings located on Government/ULB/Public land. Under this vertical, the existing slum will be demolished and redeveloped in-situ in the form of multi-storied building with all basic amenities and social infrastructure. All slums developed under AHP vertical would be compulsorily de-notified by States/UTs. v. The State/UT may also propose projects for ‘Resettlement’ of untenable slums located on environmentally hazardous sites to appropriate sites by constructing new housing colonies/group houses in alternate land with access to all basic civic amenities and social infrastructure. vi. Central/State Government land owning agencies including Central Public Sector Undertakings (CPSUs) and State Public Sector Undertakings (SPSUs) may also undertake “in-situ” slum redevelopment on their lands. In case of relocation, a land should either be provided by the agency itself or the agency may collaborate with the States/UTs for obtaining land from State/UT/City. Central/State Government agencies should not charge land costs for the land used for the purpose of housing the eligible slum dwellers. vii. Central Assistance will be released to the implementing agencies (public agencies/ parastatals) in three instalments in the ratio of 40:40:20 based on progress of the projects and submission of compliances. It shall be mandatory for States/UTs to provide their share under AHP vertical as State/UT matching share. The remaining cost of the house will be borne by the beneficiary. viii. For beneficiary share, States/UTs shall facilitate to secure home loans at concessional rates through a special home loan product by Banks/HFCs. Ministry of Housing and Urban Affairs ix. Flowchart depicting steps in AHP (public projects) component of the Mission is as under: AHP: Public Projects by States/UTs/ULBs/Parastatals Resettlement housing projects for “Untenable Slums” Preparation of comprehensive DPR Identification of eligible beneficiaries by ULB (as per eligibility criteria) Sale Price to be fixed by States/UTs (no profit no loss) Only on encumbrance free land Appraisal/approval by SLAC/SLSMC Project submission for sanctioning of Central Assistance by CSMC Release of Central Assistance through mandatory State share In-situ housing in “Tenable Slums” Projects for EWS beneficiaries by Government Approval of RERA, NOCs, Time bound approval, Incentives CSMC approval Pradhan Mantri Awas Yojana (Urban) 2.0 : Scheme Guidelines B. Model-2: Private sector AHP projects- Ownership of house by purchase from Real Estate Market through Housing Voucher i. The AHP projects may be constructed by the Private developers on Public Private Partnership (PPP) mode on their own available encumbrance free land with following available options: a. A project exclusively for EWS category b. Mixed housing project, if at least 25% of the houses in the project are for EWS category and a single project has at least 100 houses. ii. For projects of exclusive EWS category and mixed housing project, the interested developer will submit the project proposals with the required details as per Annexure-5C to the concerned ULB for scrutiny and subsequent approval of SLSMC for whitelisting and further sanctioning of CSMC and listing the project on Unified Web Portal. iii. After approval, these projects shall be considered as ‘Whitelisted Project’ under PMAY-U 2.0 and the developer shall be then eligible for availing various incentives as mentioned in the scheme guidelines. These projects shall conform to all eligibility criteria as per the Scheme guidelines. A checklist for whitelisting of AHP projects is at Annexure-5D. iv. The States/UTs would decide on an upper ceiling on the sale price of EWS houses of Whitelisted Projects in ‘rupees per square meter’ of carpet area with an objective to make them affordable and accessible to the intended beneficiaries. v. The details of whitelisted projects will be uploaded on unified web portal for wider access to the beneficiaries who are interested to purchase a house in that project. vi. The interested beneficiaries will apply for the house in a desired whitelisted project and fill the application form prescribed under PMAY-U 2.0 on Unified Web Portal. The application form will be forwarded to the concerned ULB for verification of their eligibility as per the Scheme guidelines. Based on the eligibility, the beneficiary will be attached with the preferred whitelisted project. vii. EWS beneficiaries eligible under AHP vertical will also have to apply by filling up the application form prescribed under PMAY-U 2.0 on Unified Web Portal in order to purchase a house from the open market as per their choice and preference under the projects. The list of such eligible beneficiaries will further be submitted by States/ UTs for subsequent approval of SLSMC and sanctioning of CSMC. On approval of Ministry of Housing and Urban Affairs CSMC, the selected beneficiary will be attached with the preferred project by States/ UTs in MIS. In such open market projects, the beneficiary shall get benefit under AHP, while the developer of said project will not be eligible to get the predefined incentives of Affordable Housing Policy of PMAY-U 2.0. viii. Central Assistance shall be provided to the beneficiaries of EWS categories in the form of Redeemable Housing Vouchers (RHV) for purchase of house under whitelisted projects in PMAY-U 2.0 as well as open market projects. State Government will also provide its financial share towards its part in housing voucher in AHP. ix. An additional grant in the form of Technology Innovation Grant (TIG) @ ₹1,000 per sqm up to 30 sqm carpet area per DU shall be provided to the private developers of AHP projects (except open market projects) using innovative construction technologies notified by MoHUA. Additionally, States/UT Government may also provide TIG for AHP projects from their own resources in proportion to the Central Government. x. The housing voucher will be issued in the name of beneficiary on verified occupancy of the house and redeemed by the developer. Pradhan Mantri Awas Yojana (Urban) 2.0 : Scheme Guidelines xi. Flowchart depicting steps in AHP (Private sector) component of the Mission is as under: AHP by Private Sector Beneficiary to buy from private projects from open market Mixed Project (25% for EWS & single project of 100 houses) Exclusive Project for EWS by Private Developers Submission of comprehensive DPR with checklist for whitelisting ULB/Implementing agency to scrutiny/review Appraisal/approval by SLAC/SLSMC Sanctioning by CSMC for Whitelisting State/UT to upload whitelisted project on Unified Web portal Eligible beneficiary to register demand for whitelisted projects Redemption of Housing Voucher on occupancy of the purchased house Verification of beneficiaries by ULB (as per scheme guidelines) Approval of eligible/verified beneficiaries by SLSMC/CSMC Release of Redeemable Housing Voucher to beneficiaries (Central/State share) Extend specified Incentives to the Developer Eligible beneficiary to register demand for desired project Redemption of Housing Voucher on occupancy of the purchased house Verification of beneficiaries by ULB (as per scheme guidelines) Approval of eligible/verified beneficiaries by SLSMC/CSMC Release of Redeemable Housing Voucher to beneficiaries (Central/State share) Sale Price to be fixed by States/UTs (no profit no loss) Ministry of Housing and Urban Affairs",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,5.3 Affordable Rental Housing (ARH),https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
amount,"5.3.1 Affordable Rental Housing (ARH) vertical will create a conducive environment by incentivizing Public/Private Entities to leverage investment for creating affordable rental housing stock. It will promote creation of adequate rental housing for EWS/LIG beneficiaries including urban migrants/homeless/destitute/industrial workers/working women/construction workers/, urban poor (street vendors, rickshaw pullers, other service providers etc.), migrants working with market/trade associations, educational/health institutions, hospitality sector, /contractual employees/ amongst others.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,"5.3.2 This vertical shall ensure affordable and hygienic living spaces for urban dwellers who do not want to own a house but require housing for short term basis or those who do not have the financial capability to construct or buy a house. The State/UT Governments shall ensure that necessary civic/social infrastructure gaps like water, sewer/ septage, sanitation, internal road, community centre, health centre, creche etc. along with desired neighbourhood commercial facilities within the campus as per the requirement are addressed to make these houses liveable.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,5.3.3 Rental housing stock shall be used for rental purposes only and managed by ULBs or public/ private entities. States/UTs/ULB/Concessionaire/Entities may tie up with Aggregator(s) to rent out houses. Rent may be remitted by such agencies deducting directly from the salary/ fee/any kind of remuneration etc. of tenants.,https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
process,"5.3.4 Municipal services such as water supply, electricity, house/property tax, sewerage/ septage charge etc. will be levied at par with residential projects.",https://pmay-urban.gov.in/uploads/guidelines/Operational-Guidelines-of-PMAY-U-2.pdf
